,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361
bombirdier ,acrobatics,aerialace,aircutter,airslash,bravebird,darkpulse,drillrun,dualwingbeat,endure,facade,featherdance,fly,foulplay,gigaimpact,heatwave,honeclaws,hurricane,hyperbeam,hypervoice,icywind,knockoff,leer,memento,nastyplot,partingshot,payback,peck,pluck,powergem,powertrip,protect,raindance,rockblast,rockslide,rockthrow,rocktomb,roost,sandstorm,scaryface,skyattack,sleeptalk,snarl,stealthrock,stoneedge,substitute,suckerpunch,sunnyday,tailwind,takedown,taunt,terablast,thief,torment,uturn,whirlwind,wingattack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
squawkabilly ,aerialace,aircutter,airslash,bravebird,copycat,doubleedge,endure,facade,faketears,finalgambit,flatter,fly,foulplay,furyattack,gigaimpact,growl,heatwave,helpinghand,hurricane,hyperbeam,hypervoice,mimic,partingshot,peck,pounce,protect,quickattack,rest,reversal,roost,scaryface,sleeptalk,substitute,sunnyday,swagger,tailwind,takedown,taunt,terablast,thief,torment,uproar,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flamigo ,acrobatics,aerialace,agility,aircutter,airslash,bravebird,bulkup,chillingwater,closecombat,copycat,detect,doublekick,doubleteam,endure,facade,feint,fling,fly,focusenergy,gigaimpact,hurricane,hyperbeam,liquidation,lowkick,lowsweep,megakick,payback,peck,pounce,protect,quickguard,rest,reversal,roost,skyattack,sleeptalk,substitute,swordsdance,tailwind,takedown,taunt,terablast,thief,throatchop,uturn,waterpulse,wideguard,wingattack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klawf ,ancientpower,block,bodyslam,brickbreak,bulldoze,crabhammer,dig,earthpower,endeavor,endure,facade,flail,fling,gigaimpact,guillotine,harden,helpinghand,highhorsepower,hyperbeam,irondefense,knockoff,metalclaw,mudshot,mudslap,powergem,protect,raindance,rest,reversal,rockblast,rockslide,rocksmash,rockthrow,rocktomb,sandstorm,scaryface,shadowclaw,sleeptalk,stealthrock,stompingtantrum,stoneedge,substitute,sunnyday,swordsdance,takedown,terablast,thief,trailblaze,visegrip,xscissor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacli ,ancientpower,bodyslam,bulldoze,curse,dig,earthpower,earthquake,endure,facade,fissure,flashcannon,harden,headbutt,heavyslam,helpinghand,irondefense,ironhead,mudshot,powergem,protect,raindance,recover,rest,rockpolish,rockslide,rockthrow,sandstorm,sleeptalk,smackdown,stealthrock,stompingtantrum,stoneedge,substitute,sunnyday,tackle,takedown,terablast,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naclstack ,bodypress,bodyslam,bulldoze,dig,earthpower,earthquake,endure,facade,flashcannon,gigaimpact,harden,headbutt,heavyslam,helpinghand,hyperbeam,irondefense,ironhead,mudshot,powergem,protect,raindance,recover,rest,rockpolish,rockslide,rockthrow,saltcure,sandstorm,sleeptalk,smackdown,stealthrock,stompingtantrum,stoneedge,substitute,sunnyday,tackle,takedown,terablast,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garganacl ,avalanche,block,bodypress,bodyslam,brickbreak,bulldoze,dig,earthpower,earthquake,endure,explosion,facade,firepunch,flashcannon,fling,gigaimpact,hammerarm,harden,headbutt,heavyslam,helpinghand,hyperbeam,icepunch,irondefense,ironhead,mudshot,powergem,protect,raindance,recover,rest,rockblast,rockpolish,rockslide,rockthrow,rocktomb,saltcure,sandstorm,sleeptalk,stealthrock,stompingtantrum,stoneedge,substitute,sunnyday,tackle,takedown,terablast,thunderpunch,wideguard,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glimmet ,acidarmor,acidspray,ancientpower,confuseray,dazzlinggleam,endure,explosion,facade,gunkshot,harden,irondefense,lightscreen,memento,mudshot,powergem,protect,raindance,reflect,rest,rockblast,rockpolish,rockslide,rockthrow,rocktomb,sandstorm,selfdestruct,sleeptalk,sludgebomb,sludgewave,smackdown,spikes,stealthrock,stoneedge,substitute,sunnyday,terablast,toxic,toxicspikes,venoshock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glimmora ,acidarmor,acidspray,ancientpower,confuseray,dazzlinggleam,earthpower,endure,energyball,facade,flashcannon,gigaimpact,gunkshot,harden,hyperbeam,irondefense,lightscreen,mortalspin,mudshot,powergem,protect,raindance,reflect,rest,rockblast,rockpolish,rockslide,rockthrow,rocktomb,sandstorm,selfdestruct,sleeptalk,sludgebomb,sludgewave,smackdown,solarbeam,spikes,spikyshield,stealthrock,stoneedge,substitute,sunnyday,terablast,toxicspikes,venoshock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shroodle ,acidspray,acrobatics,batonpass,bite,copycat,crosspoison,dig,encore,endure,facade,flatter,fling,foulplay,furyswipes,gunkshot,helpinghand,knockoff,leer,metronome,mudshot,mudslap,nastyplot,partingshot,poisonfang,poisonjab,pounce,protect,raindance,rest,scratch,slash,sleeptalk,sludgebomb,substitute,sunnyday,superfang,swagger,switcheroo,swordsdance,takedown,taunt,terablast,thief,toxic,trailblaze,uturn,venoshock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grafaiai ,acidspray,acrobatics,batonpass,dig,doodle,encore,endure,facade,flatter,fling,foulplay,furyswipes,gigaimpact,gunkshot,helpinghand,knockoff,leer,lowkick,lowsweep,metronome,mudshot,mudslap,nastyplot,poisonfang,poisonjab,poisontail,pounce,protect,raindance,rest,scaryface,scratch,shadowclaw,slash,sleeptalk,sludgebomb,substitute,sunnyday,switcheroo,swordsdance,takedown,taunt,terablast,thief,trailblaze,uturn,venoshock,xscissor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fidough ,agility,babydolleyes,batonpass,bite,bodyslam,charm,copycat,covet,crunch,dazzlinggleam,dig,doubleedge,endure,facade,firefang,growl,helpinghand,howl,icefang,lastresort,lick,mistyterrain,mudshot,mudslap,playrough,protect,psychicfangs,raindance,rest,roar,sleeptalk,snarl,stompingtantrum,substitute,sunnyday,sweetscent,tackle,tailwhip,takedown,terablast,thunderfang,trailblaze,wish,workup,yawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dachsbun ,agility,babydolleyes,batonpass,bite,bodypress,bodyslam,charm,covet,crunch,dazzlinggleam,dig,doubleedge,drainingkiss,endure,facade,firefang,gigaimpact,growl,helpinghand,hyperbeam,icefang,lastresort,lick,mistyterrain,mudshot,mudslap,playrough,protect,psychicfangs,raindance,rest,roar,scaryface,sleeptalk,snarl,stompingtantrum,substitute,sunnyday,tackle,tailwhip,takedown,terablast,thunderfang,trailblaze,workup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maschiff ,bite,bodyslam,charm,crunch,darkpulse,destinybond,dig,doubleedge,endeavor,endure,facade,faketears,firefang,headbutt,helpinghand,honeclaws,icefang,jawlock,leer,lick,payback,playrough,protect,psychicfangs,raindance,rest,retaliate,reversal,roar,scaryface,sleeptalk,snarl,substitute,sunnyday,swagger,tackle,takedown,taunt,terablast,thief,thunderfang,trailblaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mabosstiff ,bite,bodyslam,charm,comeuppance,crunch,darkpulse,dig,doubleedge,endure,facade,faketears,firefang,gigaimpact,headbutt,helpinghand,honeclaws,hyperbeam,hypervoice,icefang,jawlock,leer,lick,outrage,payback,playrough,protect,psychicfangs,raindance,rest,reversal,roar,scaryface,sleeptalk,snarl,substitute,sunnyday,swagger,tackle,takedown,taunt,terablast,thief,thunderfang,trailblaze,wildcharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bramblin ,absorb,astonish,beatup,block,bulletseed,confuseray,curse,defensecurl,disable,endure,energyball,facade,gigadrain,grassknot,grassyterrain,hex,infestation,leafstorm,leechseed,megadrain,nightshade,painsplit,phantomforce,pounce,powerwhip,protect,rapidspin,rest,rollout,scaryface,seedbomb,shadowball,shadowsneak,sleeptalk,solarbeam,spikes,strengthsap,substitute,terablast,thief,trailblaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brambleghast ,absorb,astonish,bulletseed,confuseray,curse,defensecurl,disable,endure,energyball,facade,gigadrain,gigaimpact,grassknot,grassyterrain,hex,hyperbeam,infestation,leafstorm,megadrain,nightshade,painsplit,phantomforce,pounce,powerwhip,protect,rapidspin,rest,rollout,scaryface,seedbomb,shadowball,sleeptalk,solarbeam,spikes,substitute,terablast,thief,trailblaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gimmighoul ,astonish,confuseray,endure,hex,lightscreen,nastyplot,nightshade,powergem,protect,reflect,rest,shadowball,sleeptalk,substitute,tackle,takedown,terablast,thief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gholdengo ,astonish,chargebeam,confuseray,dazzlinggleam,electroball,endure,flashcannon,fling,focusblast,gigaimpact,heavyslam,hex,hyperbeam,ironhead,lightscreen,lowkick,lowsweep,makeitrain,memento,metalsound,nastyplot,nightshade,powergem,protect,psychic,psyshock,recover,reflect,rest,sandstorm,shadowball,sleeptalk,steelbeam,substitute,tackle,takedown,terablast,thief,thunder,thunderbolt,thunderpunch,thunderwave,trick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greattusk ,bodypress,bodyslam,brickbreak,bulkup,bulldoze,closecombat,defensecurl,dig,earthpower,earthquake,endeavor,endure,facade,firefang,flashcannon,gigaimpact,headlongrush,headsmash,heavyslam,hornattack,hyperbeam,icefang,icespinner,ironhead,knockoff,megahorn,mudshot,mudslap,playrough,protect,psyshock,rapidspin,rest,reversal,rockslide,rocktomb,rollout,sandstorm,scaryface,sleeptalk,smartstrike,stealthrock,stompingtantrum,stoneedge,substitute,sunnyday,takedown,taunt,terablast,thunderfang,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brutebonnet ,absorb,astonish,bodypress,bodyslam,bulletseed,clearsmog,closecombat,confuseray,crunch,darkpulse,earthpower,endure,energyball,facade,gigadrain,gigaimpact,grassknot,grassyterrain,growth,hex,hyperbeam,ingrain,leafstorm,magicalleaf,megadrain,outrage,payback,pollenpuff,protect,ragepowder,rest,scaryface,seedbomb,sleeptalk,solarbeam,spore,stompingtantrum,stunspore,substitute,suckerpunch,sunnyday,synthesis,taunt,terablast,thief,thrash,trailblaze,venoshock,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sandyshocks ,bodypress,bodyslam,bulldoze,chargebeam,discharge,earthpower,earthquake,eerieimpulse,electricterrain,electroball,endure,facade,flashcannon,gigaimpact,gravity,heavyslam,hyperbeam,irondefense,lightscreen,magneticflux,metalsound,mirrorcoat,mudshot,powergem,protect,reflect,rest,sandstorm,screech,sleeptalk,spark,spikes,stealthrock,stompingtantrum,substitute,sunnyday,supersonic,swift,takedown,terablast,thunder,thunderbolt,thundershock,thunderwave,triattack,voltswitch,wildcharge,zapcannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screamtail ,amnesia,batonpass,bite,blizzard,bodyslam,boomburst,bulkup,calmmind,crunch,dazzlinggleam,dig,disable,drainpunch,encore,endure,facade,faketears,fireblast,firefang,firepunch,flamethrower,fling,focusblast,gigaimpact,grassknot,gyroball,helpinghand,howl,hyperbeam,hypervoice,icebeam,icefang,icepunch,imprison,lightscreen,metronome,mistyterrain,nobleroar,perishsong,playrough,pound,protect,psybeam,psychic,psychicfangs,psychicterrain,psyshock,raindance,reflect,rest,rocktomb,sandstorm,scaryface,sing,sleeptalk,snowscape,stealthrock,stompingtantrum,storedpower,substitute,sunnyday,takedown,terablast,thunder,thunderbolt,thunderfang,thunderpunch,thunderwave,trick,trickroom,waterpulse,wish,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fluttermane ,astonish,calmmind,chargebeam,charm,confuseray,darkpulse,dazzlinggleam,disarmingvoice,drainingkiss,endure,energyball,faketears,gigaimpact,helpinghand,hex,hyperbeam,hypervoice,icywind,imprison,magicalleaf,meanlook,memento,mistyterrain,moonblast,mysticalfire,nightshade,painsplit,perishsong,phantomforce,powergem,protect,psybeam,psyshock,rest,shadowball,sleeptalk,spite,storedpower,substitute,sunnyday,swift,taunt,terablast,thunder,thunderbolt,thunderwave,trickroom,wish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
